Website Name,USWDS Score,Date
acquisition.gov,0,17-Dec-20
acquisition.gov,0,20-Dec-20
acquisition.gov,0,7-Jan-21
acquisition.gov,0,7-Jan-21
acquisition.gov,0,7-Jan-21
acquisition.gov,0,7-Jan-21
acquisition.gov,0,7-Jan-21
acquisition.gov,0,7-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,16-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,30-Jan-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,16-Feb-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,1-Mar-21
acquisition.gov,0,17-Mar-21
acquisition.gov,0,18-Mar-21
acquisition.gov,0,18-Mar-21
acquisition.gov,0,18-Mar-21
acquisition.gov,0,18-Mar-21
acquisition.gov,0,18-Mar-21
acquisition.gov,0,3-Apr-21
acquisition.gov,0,3-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,15-Apr-21
acquisition.gov,0,6-May-21
acquisition.gov,0,6-May-21
acquisition.gov,0,6-May-21
acquisition.gov,0,6-May-21
acquisition.gov,0,6-May-21
acquisition.gov,0,6-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,19-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,31-May-21
acquisition.gov,0,4-Jun-21
acquisition.gov,0,5-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,29-Jun-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,23-Jul-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,4-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,15-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,30-Aug-21
acquisition.gov,0,2-Sep-21
acquisition.gov,0,2-Sep-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,5-Oct-21
acquisition.gov,0,9-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,15-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,27-Oct-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,15-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,30-Nov-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,16-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,29-Dec-21
acquisition.gov,0,6-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,15-Jan-22
acquisition.gov,0,20-Jan-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Feb-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,2-Mar-22
acquisition.gov,100,5-Mar-22
acquisition.gov,100,5-Mar-22
acquisition.gov,100,6-Mar-22
acquisition.gov,100,6-Mar-22
acquisition.gov,100,7-Mar-22
acquisition.gov,100,10-Mar-22
acquisition.gov,100,11-Mar-22
acquisition.gov,100,12-Mar-22
acquisition.gov,100,16-Mar-22
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,18-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,30-Jun-20
afadvantage.gov,0,1-Jul-20
afadvantage.gov,0,18-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,31-Jul-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,17-Aug-20
afadvantage.gov,0,29-Aug-20
afadvantage.gov,0,29-Aug-20
afadvantage.gov,0,29-Aug-20
afadvantage.gov,0,29-Aug-20
afadvantage.gov,0,29-Aug-20
afadvantage.gov,0,2-Sep-20
afadvantage.gov,0,15-Sep-20
afadvantage.gov,0,15-Sep-20
afadvantage.gov,0,15-Sep-20
afadvantage.gov,0,15-Sep-20
afadvantage.gov,0,15-Sep-20
afadvantage.gov,0,18-Sep-20
afadvantage.gov,0,3-Oct-20
afadvantage.gov,0,3-Oct-20
afadvantage.gov,0,3-Oct-20
afadvantage.gov,0,3-Oct-20
afadvantage.gov,0,3-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,15-Oct-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,1-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,19-Nov-20
afadvantage.gov,0,17-Dec-20
afadvantage.gov,0,17-Dec-20
afadvantage.gov,0,17-Dec-20
afadvantage.gov,0,17-Dec-20
afadvantage.gov,0,17-Dec-20
afadvantage.gov,0,20-Dec-20
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,7-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,16-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,30-Jan-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,16-Feb-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,1-Mar-21
afadvantage.gov,0,17-Mar-21
afadvantage.gov,0,18-Mar-21
afadvantage.gov,0,18-Mar-21
afadvantage.gov,0,18-Mar-21
afadvantage.gov,0,18-Mar-21
afadvantage.gov,0,18-Mar-21
afadvantage.gov,0,3-Apr-21
afadvantage.gov,0,3-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,15-Apr-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,6-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,19-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,31-May-21
afadvantage.gov,0,4-Jun-21
afadvantage.gov,0,5-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,29-Jun-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,23-Jul-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,4-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,15-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,30-Aug-21
afadvantage.gov,0,2-Sep-21
afadvantage.gov,0,2-Sep-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,5-Oct-21
afadvantage.gov,0,9-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,15-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,27-Oct-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,15-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,30-Nov-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,16-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,29-Dec-21
afadvantage.gov,0,6-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,15-Jan-22
afadvantage.gov,0,20-Jan-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Feb-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,2-Mar-22
afadvantage.gov,0,5-Mar-22
afadvantage.gov,0,5-Mar-22
afadvantage.gov,0,6-Mar-22
afadvantage.gov,0,6-Mar-22
afadvantage.gov,0,7-Mar-22
afadvantage.gov,0,10-Mar-22
afadvantage.gov,0,11-Mar-22
afadvantage.gov,0,12-Mar-22
afadvantage.gov,0,16-Mar-22
businessusa.gov,100,18-Jun-20
businessusa.gov,100,18-Jun-20
businessusa.gov,100,18-Jun-20
businessusa.gov,100,18-Jun-20
businessusa.gov,100,18-Jun-20
businessusa.gov,100,18-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,30-Jun-20
businessusa.gov,100,1-Jul-20
businessusa.gov,0,18-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,31-Jul-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,17-Aug-20
businessusa.gov,100,29-Aug-20
businessusa.gov,100,29-Aug-20
businessusa.gov,100,29-Aug-20
businessusa.gov,100,29-Aug-20
businessusa.gov,100,29-Aug-20
businessusa.gov,100,2-Sep-20
businessusa.gov,100,15-Sep-20
businessusa.gov,100,15-Sep-20
businessusa.gov,100,15-Sep-20
businessusa.gov,100,15-Sep-20
businessusa.gov,100,15-Sep-20
businessusa.gov,100,18-Sep-20
businessusa.gov,100,3-Oct-20
businessusa.gov,100,3-Oct-20
businessusa.gov,100,3-Oct-20
businessusa.gov,100,3-Oct-20
businessusa.gov,100,3-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,15-Oct-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,1-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,19-Nov-20
businessusa.gov,100,17-Dec-20
businessusa.gov,100,17-Dec-20
businessusa.gov,100,17-Dec-20
businessusa.gov,100,17-Dec-20
businessusa.gov,100,17-Dec-20
businessusa.gov,NULL,20-Dec-20
businessusa.gov,100,7-Jan-21
businessusa.gov,100,7-Jan-21
businessusa.gov,100,7-Jan-21
businessusa.gov,100,7-Jan-21
businessusa.gov,100,7-Jan-21
businessusa.gov,100,7-Jan-21
businessusa.gov,100,16-Jan-21
businessusa.gov,100,16-Jan-21
businessusa.gov,100,16-Jan-21
businessusa.gov,100,16-Jan-21
